ident,nome,tipo,conteudo,res
<http://www.nima.puc-rio.br/lattes/6677797217339969#P190>,A Column-and-Constraint Generation Algorithm to Find Nash Equilibrium in Pool-Based Electricity Markets,Article,sem DOI ou ementa,False
_:bC87DAD9Dx48123,Materiais de Construcao Civil,Book,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaINF2102>,[INF2102] PROJETO FINAL DE PROGRAMACAO,Course,SEM EMENTA FIXA. ,False
<http://www.nima.puc-rio.br/lattes/1646903775054052#P130>,JW: Veja fotos da exposição londrina sobre visualização de dados,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6836938366258607#P45>,Quando o Cinema junta todas as Artes,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0807511237795775#P502>,Components meet aspects: Assessing design stability of a software product line,Article,10.1016/j.infsof.2010.08.007,False
<http://www.nima.puc-rio.br/lattes/2192738260572343#P122>,Estudo do canal óptico ara comunicações ópticas no espaço livre,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3142480553750342#P3>,Poucas escolhas,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5761908797789896#P112>,O vazio e o excesso no sintoma contemporâneo,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8247688677918672#P111>,Parallel Solution Procedures for Nonlinear Structural Dynamics Problems,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9306576520691089#P306>,"Modelo para Otimização do Índice de Desenvolvimento Humano (IDH) das Organizações das Nações Unidas (ONU) Composto pelos Indicadores de Educação, Saúde e Renda",Thesis,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaEDU3005>,[EDU3005] EXAME DE QUALIFICACAO II,ccso,EXAME ORAL PARA DEFESA DO PROJETO DE TESE. ,False
<http://www.nima.puc-rio.br/lattes/5422276244335274#P202>,Posicionamento competitivo dentro dos grupos estratégicos da indústria farmacêutica brasileira,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8170349662210452#P512>,Somos pessoas como as outras: preconceito contra a diversidade sexual e de gênero e variações no clima escolar,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5039536576835274#P653>,REVISITING THE MAINSTREAM: THE MEANING OF WORK FOR PEOPLE WITH ACQUIRED DISABILITIES,Article,10.1590/1678-6971/eramd180079,False
_:b89B4D802x63409,Sustainable Civil Infrastructures,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1728746187630338#P131>,Estudo Exploratório das Produções e Colaborações entre Pesquisadores em Informática na Educação: uma Análise de Publicações do Simpósio Brasileiro de Informática na Educação de 2001 a 2013,Article,10.5753/cbie.sbie.2015.1323,False
<http://www.nima.puc-rio.br/lattes/3329638813113209#P140>,A discricionariedade judicial na metodologia civil-constitucional,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0730727299854995#P133>,Molecular modeling of the sodium channel inactivation gate in a model membrane,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0344905611735741#P1>,' Retorica do Silencio '.,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5705400403846459#P189>,Un Foucault brésilien?,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9542120311882103#P424>,Atitudes diante das cotas de acesso ao ensino superior: uma revisão de literatura,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5111433441625035#P1027>,Literatura digital: una nueva relación entre teoría y práctica experimental,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6992824817295435#P563>,A Short-term Load Forecasting Model Using Neural Network and Fuzzy Logic,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0348074510343282#P391>,The net demand methodology applied to wind power generation series in a long-term energy planning context,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2149571398618532#P365>,IBNR reserve prediction by row stacking the values of the values of the runoff triangle: a state space solution,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2519031892464448#P160>,Open DVC: Openc Collaborative Framework forImplementation of Distributed Video Coding,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1104157433492666#P110>,A CNN-Based Tool to Index Emotion on Anime Character Stickers,Article,10.1109/ism46123.2019.00071,False
<http://www.nima.puc-rio.br/lattes/2792865766795939#P536>,"Direct determination of S, Ca, Fe, Ni and V in crude oil by energy dispersive X-ray fluorescence spectromertry (EDX)",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6729107311417999#P1>,Aplicabilidade do uso de técnicas de Traffic Calming nas Cidades Brasileiras,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8374950313063279#P1163>,A esperança de futuro para a Igreja,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0880902785863215#P223>,Criados para a salvação: elementos antropológicos para a superação da ruptura entre criação e salvação segundo Carlos Mesters e Adolphe Gesché,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4626434361475090#P142>,Normalização em Metrologia,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5039536576835274#P683>,Too Much of a Good Thing: The Quadratic Effect of Shared Leadership on Creativity and Absorptive Capacity in R&D Teams,Article,10.1108/EJIM-11-2019-0327/full/html,False
<http://www.nima.puc-rio.br/lattes/8249534204731109#P247>,A Model for Stream-based Interactive Storytelling as a New Form of Massive Digital Entertainment,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9705170158456125#P728>,Análise comparativa entre modelos de fadiga multiaxial baseados em plano crítico,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4805585223096573#P105>,Caracterização da Solda de Baixo Ponto de Fusão 62Sn-36Pb-2Ag,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8556313208288263#P19>,"Preconcentración de trazas de cobalto por extracción a punto de nube, utilizando el sistema 1-(2-piridilazo 2-naftol) - Triton X-100",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5551821513265960#P16>,SEMANTICA LEXICAL EM LINGUANGES PSEUDO-NATURAIS DE INTERFACE,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8374950313063279#P882>,Crônica de um massacre anunciado,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4328862635118427#P395>,"Disaster Response Assessment: The Case of the Civil Defense of the State of Rio de Janeiro, Brazil",Chapter,10.1007/978-3-030-56920-4_23,False
<http://www.nima.puc-rio.br/lattes/8247688677918672#P14>,MPE++: An Object-Oriented Mesh Partitioning Environment in C++,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2529569752203830#P217>,A matemática dos mapas conformes: Funções complexas aplicadas a cartografia,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8374950313063279#P1514>,Making some noise for God.  How to understand Pope Francis,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3500104366301286#P631>,Brazil's Expansionary Sterilisations,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6992824817295435#P29>,Metodo de Amortecimento Exponencial Com Controle Adaptativo da Constante de Amortecimento Para Previsao de Series Temporais,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6935503527357767#P241>,Avaliação do Desempenho de um Gasoduto Operando em Regime Transiente,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3714198751601144#P161>,Lógicas de ação de escolas privadas em rede na voz de seus gestores,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8968459754425279#P274>,"The expansion of the Atlantic Alliance: History, Heuristics, and Decisions",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6805562235394433#P564>,Novela e Sociedade no Brasil,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1025380440209314#P64>,"Indiferença, simetria e perfeição segundo Leibniz (texto da conferência)",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3475085618680340#P639>,Euclides da Cunha: Uma odisseia nos trópicos,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2473628350274931#P89>,Epopéia negativa do Brasil,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5422276244335274#P121>,Truelo de Tipologias Estratégicas na Arena das Franquias de Fast food no Brasil:,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4738592061406487#P1>,A Aventura do Concreto no Rio de Janeiro   1900-1936,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0205484470667278#P399>,OBTENÇÃO DE FILMES DE NÍQUEL EM SUBSTRATOS DE ALUMÍNIO POR REDUÇÃO COM H2 SEGUIDA DE TRATAMENTO TÉRMICO EM ATMOSFERA CONTROLADA,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7476904353230115#P1404>,"Failure Mechanisms of Unsaturated Soil Slopes under Rainstorms in Rio de Janeiro, Brazil: An Overview",Article,10.1061/9780784481677.004,True
<http://www.nima.puc-rio.br/lattes/6075905438020841#P85>,Completeness of an Action Logic for Timed Transition Systems,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4168538689240017#P489>,Simulação de um ciclo Rankine orgânico acionado por energia solar,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8252075995504939#P463>,Jogar e brincar de crianças pantaneiras: um estudo em uma escola das águas ,Article,10.1590/1980-6248-2018-0052,False
<http://www.nima.puc-rio.br/lattes/8249534204731109#P63>,"An Integrated Tool for Modelling, Generating and Exhibiting Narratives",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0095031067497364#P1331>,Brazilian Multinationals' Ownership Mode: The Influence of Institutional Factors and Firm Characteristics,Article,10.1590/1807-7692bar2015150025,False
<http://www.nima.puc-rio.br/lattes/8081633460488746#P59>,Avaliação da Integridade Estrutural em Blocos de Motores Diesel,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0243878307545882#P375>,Desbolsonário de Bolso,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8388181041362942#P70>,Synthesis of Silver Nanoparticles with Potential Antifungical Activity for Bamboo Treatment,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7361718851255513#P352>,Nomadismo e memória - algumas anotações sobre a canção &quot;Língua&quot;,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2123365030515813#P172>,O Conselho de Direitos Humanos da ONU: Mudança ou Continuidade? Avaliação Preliminar a partir do Caso de Darfur,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6812712541815164#P562>,"Relações entre crianças e adultos no berçário de uma creche pública na cidade do Rio de Janeiro: técnicas corporais, responsividade, cuidado",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0457680155949405#P327>,Trust Effects on Online Tourism Purchase Intention,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8160347007286967#P38>,Análise de Maciços de Rocha Fraturada através do Método dos Elementos Finitos,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4805585223096573#P686>,Diagramas de sensitização tempo-temperatura para aços austeníticos,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1157387460616007#P522>,Gestação de substituição,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3755480460002860#P287>,TRATADO DE PARCERIAS PÚBLICO-PRIVADAS: Teoria e Prática Volume 1 ? Considerações Iniciais (História e conceito das PPPs),Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7337224839208493#P277>,O corpo e o devir monstro,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8769189053430629#P39>,A flora do campus PUC-Rio,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5280805567151610#P272>,Overexpression of Serum Response Factor Restores Ocular Dominance Plasticity in a Model of Fetal Alcohol Spectrum Disorders,Article,10.1523/jneurosci.5840-09.2010,False
<http://www.nima.puc-rio.br/lattes/3500104366301286#P698>,Persistir no Ajuste Fiscal,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8249534204731109#P2>,Knowledge-Based Design Of Steel Portal Frames For Agricultural Buildings,Article,10.5169/seals-44915,True
_:bC87DAD9Dx193061,Henrik Ibsen no Brasil,Book,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaLET3015>,[LET3015] EXAME QUALIFICACAO - DOUTORADO,ccso,"Submissão de Projeto de Tese e um capítulo a uma Banca Examinadora, mediante
matrícula prévia no quinto semestre ",False
_:b89B4D802x134189,Os antropólogos: de Edward Tylor a Pierre Clastres. (Clássicos das Ciências Sociais),Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1427567976681355#P5062>,Analise Parametrica de Vigas Parede de Concreto Armado Pelo Metodo Doselementos Finitos,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5521130441503587#P100>,Mimesis e Prazer Cognitivo na Poética de Aristóteles,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6338514580120246#P34406>,"Modelling, simulation and warming impact assessment of a domestic-size absorption solar cooling system",Article,10.1016/S1359-4311(02)00054-6,True
<http://www.nima.puc-rio.br/lattes/1180250846239863#P399>,"APRESENTAÇÃO: CONSIDERAÇÕES SOBRE TRADUÇÃO, ADAPTAÇÃO E REESCRITA",Article,10.17771/PUCRio.TradRev.22062,False
<http://www.nima.puc-rio.br/lattes/5691355417518749#P102>,Synthesis and nature of the grafted layer on silicas chemically modified by aminophosphonic acids,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6338514580120246#P34259>,Analise Numerica do Escoamento atraves de Comportas,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1259500926303809#P339>,Event Report: RoboCore Winter Challenge 2009,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0169981461007918#P14>,Crescendo com Jesus em Comunidade. Livro do aluno e roteiro catequético. Número 1,Book,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaECO2157>,[ECO2157] FINANCAS CORPORATIVAS,ccso,Disciplina sem ementa cadastrada.,False
<http://www.nima.puc-rio.br/lattes/2129326437841299#P529>,"Puentes entre el individuo y el grupo: concepciones, ideologias y practicas",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4346454183159838#P105>,Dilemas de Mulheres Empreendedoras em Empresas Inovadoras Nascentes,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0794494047024280#P458>,Logística Reversa: uma Primeira Revisão Terciária da Literatura,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8402567216155554#P101>,Pesquisa Ajuda Setor Mineral,Article,sem DOI ou ementa,True
_:b89B4D802x27070,Springer Proceedings in Business and Economics,Book,sem DOI ou ementa,False
